,year,state,county_fips,county_name,democrat_votes,republican_votes,total_votes
646,2016,VIRGINIA,51650,HAMPTON,41312,17902,59214
647,2016,VIRGINIA,51660,HARRISONBURG,10212,6262,16474
648,2016,VIRGINIA,51670,HOPEWELL,4724,3885,8609
649,2016,VIRGINIA,51678,LEXINGTON,1514,766,2280
650,2016,VIRGINIA,51680,LYNCHBURG,14792,17982,32774
651,2016,VIRGINIA,51683,MANASSAS,8423,5953,14376
652,2016,VIRGINIA,51685,MANASSAS PARK,3204,1733,4937
653,2016,VIRGINIA,51690,MARTINSVILLE,3533,2149,5682
654,2016,VIRGINIA,51700,NEWPORT NEWS,45618,25468,71086
655,2016,VIRGINIA,51710,NORFOLK,57023,21552,78575
656,2016,VIRGINIA,51720,NORTON,383,1021,1404
657,2016,VIRGINIA,51730,PETERSBURG,12021,1451,13472
658,2016,VIRGINIA,51735,POQUOSON,1601,5092,6693
659,2016,VIRGINIA,51740,PORTSMOUTH,28497,12795,41292
660,2016,VIRGINIA,51750,RADFORD,2925,2638,5563
661,2016,VIRGINIA,51760,RICHMOND,81259,15581,96840
662,2016,VIRGINIA,51770,ROANOKE,22286,14789,37075
663,2016,VIRGINIA,51775,SALEM,4202,7226,11428
664,2016,VIRGINIA,51790,STAUNTON,5333,5133,10466
665,2016,VIRGINIA,51800,SUFFOLK,23280,18006,41286
666,2016,VIRGINIA,51810,VIRGINIA BEACH,91032,98224,189256
667,2016,VIRGINIA,51820,WAYNESBORO,3764,4801,8565
668,2016,VIRGINIA,51830,WILLIAMSBURG,5206,1925,7131
669,2016,VIRGINIA,51840,WINCHESTER,5164,4790,9954
670,2020,VIRGINIA,51001,ACCOMACK,7578,9172,16750
671,2020,VIRGINIA,51003,ALBEMARLE,42466,20804,63270
672,2020,VIRGINIA,51005,ALLEGHANY,2243,5859,8102
673,2020,VIRGINIA,51007,AMELIA,2411,5390,7801
674,2020,VIRGINIA,51009,AMHERST,5672,11041,16713
675,2020,VIRGINIA,51011,APPOMATTOX,2418,6702,9120
676,2020,VIRGINIA,51013,ARLINGTON,105344,22318,127662
677,2020,VIRGINIA,51015,AUGUSTA,10840,30714,41554
678,2020,VIRGINIA,51017,BATH,646,1834,2480
679,2020,VIRGINIA,51019,BEDFORD,12176,35600,47776
680,2020,VIRGINIA,51021,BLAND,532,2903,3435
681,2020,VIRGINIA,51023,BOTETOURT,5700,15099,20799
682,2020,VIRGINIA,51025,BRUNSWICK,4552,3357,7909
683,2020,VIRGINIA,51027,BUCHANAN,1587,8311,9898
684,2020,VIRGINIA,51029,BUCKINGHAM,3471,4544,8015
685,2020,VIRGINIA,51031,CAMPBELL,8070,21245,29315
686,2020,VIRGINIA,51033,CAROLINE,7657,8336,15993
687,2020,VIRGINIA,51035,CARROLL,2842,12659,15501
688,2020,VIRGINIA,51036,CHARLES CITY,2624,1761,4385
689,2020,VIRGINIA,51037,CHARLOTTE,2317,3815,6132
690,2020,VIRGINIA,51041,CHESTERFIELD,106935,93326,200261
691,2020,VIRGINIA,51043,CLARKE,3920,5192,9112
692,2020,VIRGINIA,51045,CRAIG,587,2536,3123
693,2020,VIRGINIA,51047,CULPEPER,10617,16012,26629
694,2020,VIRGINIA,51049,CUMBERLAND,2227,3019,5246
695,2020,VIRGINIA,51051,DICKENSON,1503,5748,7251
696,2020,VIRGINIA,51053,DINWIDDIE,6224,8695,14919
697,2020,VIRGINIA,51057,ESSEX,3038,3075,6113
698,2020,VIRGINIA,51059,FAIRFAX,419943,168401,588344
699,2020,VIRGINIA,51061,FAUQUIER,17565,25106,42671
700,2020,VIRGINIA,51063,FLOYD,3004,6225,9229
701,2020,VIRGINIA,51065,FLUVANNA,7414,8155,15569
702,2020,VIRGINIA,51067,FRANKLIN,8381,20895,29276
703,2020,VIRGINIA,51069,FREDERICK,17207,30558,47765
704,2020,VIRGINIA,51071,GILES,2156,6876,9032
705,2020,VIRGINIA,51073,GLOUCESTER,6964,14875,21839
706,2020,VIRGINIA,51075,GOOCHLAND,6685,9966,16651
707,2020,VIRGINIA,51077,GRAYSON,1535,6529,8064
708,2020,VIRGINIA,51079,GREENE,4163,6866,11029
709,2020,VIRGINIA,51081,GREENSVILLE,2627,1914,4541
710,2020,VIRGINIA,51083,HALIFAX,7666,10418,18084
711,2020,VIRGINIA,51085,HANOVER,25307,44318,69625
712,2020,VIRGINIA,51087,HENRICO,116572,63440,180012
713,2020,VIRGINIA,51089,HENRY,9127,16725,25852
714,2020,VIRGINIA,51091,HIGHLAND,417,1092,1509
715,2020,VIRGINIA,51093,ISLE OF WIGHT,9399,13707,23106
716,2020,VIRGINIA,51095,JAMES CITY,25553,23153,48706
717,2020,VIRGINIA,51097,KING AND QUEEN,1590,2450,4040
718,2020,VIRGINIA,51099,KING GEORGE,5404,8446,13850
719,2020,VIRGINIA,51101,KING WILLIAM,3260,7320,10580
720,2020,VIRGINIA,51103,LANCASTER,3368,3697,7065
721,2020,VIRGINIA,51105,LEE,1489,8365,9854
722,2020,VIRGINIA,51107,LOUDOUN,138372,82088,220460
723,2020,VIRGINIA,51109,LOUISA,8269,13294,21563
724,2020,VIRGINIA,51111,LUNENBURG,2418,3537,5955
725,2020,VIRGINIA,51113,MADISON,2698,5300,7998
726,2020,VIRGINIA,51115,MATHEWS,1825,3901,5726
727,2020,VIRGINIA,51117,MECKLENBURG,6803,9266,16069
728,2020,VIRGINIA,51119,MIDDLESEX,2491,4196,6687
729,2020,VIRGINIA,51121,MONTGOMERY,23218,20629,43847
730,2020,VIRGINIA,51125,NELSON,4327,4812,9139
731,2020,VIRGINIA,51127,NEW KENT,4621,9631,14252
732,2020,VIRGINIA,51131,NORTHAMPTON,3667,2955,6622
733,2020,VIRGINIA,51133,NORTHUMBERLAND,3252,4485,7737
734,2020,VIRGINIA,51135,NOTTOWAY,2971,4027,6998
735,2020,VIRGINIA,51137,ORANGE,7995,12426,20421
736,2020,VIRGINIA,51139,PAGE,3007,9345,12352
737,2020,VIRGINIA,51141,PATRICK,1954,7485,9439
738,2020,VIRGINIA,51143,PITTSYLVANIA,10115,23751,33866
739,2020,VIRGINIA,51145,POWHATAN,5320,14055,19375
740,2020,VIRGINIA,51147,PRINCE EDWARD,4973,4434,9407
741,2020,VIRGINIA,51149,PRINCE GEORGE,7103,10103,17206
742,2020,VIRGINIA,51153,PRINCE WILLIAM,142863,81222,224085
743,2020,VIRGINIA,51155,PULASKI,4925,12127,17052
744,2020,VIRGINIA,51157,RAPPAHANNOCK,2096,2812,4908
745,2020,VIRGINIA,51159,RICHMOND,1513,2547,4060
746,2020,VIRGINIA,51161,ROANOKE,21801,34268,56069
747,2020,VIRGINIA,51163,ROCKBRIDGE,4086,8088,12174
748,2020,VIRGINIA,51165,ROCKINGHAM,12644,30349,42993
749,2020,VIRGINIA,51167,RUSSELL,2373,10879,13252
750,2020,VIRGINIA,51169,SCOTT,1692,9063,10755
751,2020,VIRGINIA,51171,SHENANDOAH,6836,16463,23299
752,2020,VIRGINIA,51173,SMYTH,3008,10963,13971
753,2020,VIRGINIA,51175,SOUTHAMPTON,3969,5730,9699
754,2020,VIRGINIA,51177,SPOTSYLVANIA,34307,39411,73718
755,2020,VIRGINIA,51179,STAFFORD,40245,37636,77881
756,2020,VIRGINIA,51181,SURRY,2397,2025,4422
757,2020,VIRGINIA,51183,SUSSEX,2827,2219,5046
758,2020,VIRGINIA,51185,TAZEWELL,3205,16731,19936
759,2020,VIRGINIA,51187,WARREN,6603,14069,20672
760,2020,VIRGINIA,51191,WASHINGTON,6617,21679,28296
761,2020,VIRGINIA,51193,WESTMORELAND,4501,5318,9819
762,2020,VIRGINIA,51195,WISE,3110,13366,16476
763,2020,VIRGINIA,51197,WYTHE,3143,11733,14876
764,2020,VIRGINIA,51199,YORK,17683,20241,37924
765,2020,VIRGINIA,51510,ALEXANDRIA CITY,66240,14544,80784
766,2020,VIRGINIA,51520,BRISTOL CITY,2313,5347,7660
767,2020,VIRGINIA,51530,BUENA VISTA CITY,825,1863,2688
768,2020,VIRGINIA,51540,CHARLOTTESVILLE CITY,20696,3094,23790
769,2020,VIRGINIA,51550,CHESAPEAKE CITY,66377,58180,124557
770,2020,VIRGINIA,51570,COLONIAL HEIGHTS CITY,2972,6007,8979
771,2020,VIRGINIA,51580,COVINGTON CITY,964,1580,2544
772,2020,VIRGINIA,51590,DANVILLE CITY,11710,7428,19138
773,2020,VIRGINIA,51595,EMPORIA CITY,1612,754,2366
774,2020,VIRGINIA,51600,FAIRFAX CITY,9174,4007,13181
775,2020,VIRGINIA,51610,FALLS CHURCH CITY,7146,1490,8636
776,2020,VIRGINIA,51620,FRANKLIN CITY,2525,1487,4012
777,2020,VIRGINIA,51630,FREDERICKSBURG CITY,8517,4037,12554
778,2020,VIRGINIA,51640,GALAX CITY,777,1838,2615
779,2020,VIRGINIA,51650,HAMPTON CITY,46220,18430,64650
780,2020,VIRGINIA,51660,HARRISONBURG CITY,11022,5591,16613
781,2020,VIRGINIA,51670,HOPEWELL CITY,5430,4020,9450
782,2020,VIRGINIA,51678,LEXINGTON CITY,1791,906,2697
783,2020,VIRGINIA,51680,LYNCHBURG CITY,18048,17097,35145
784,2020,VIRGINIA,51683,MANASSAS CITY,10356,6256,16612
785,2020,VIRGINIA,51685,MANASSAS PARK CITY,3992,1979,5971
786,2020,VIRGINIA,51690,MARTINSVILLE CITY,3766,2165,5931
787,2020,VIRGINIA,51700,NEWPORT NEWS CITY,53099,26377,79476
788,2020,VIRGINIA,51710,NORFOLK CITY,64440,23443,87883
789,2020,VIRGINIA,51720,NORTON CITY,464,1109,1573
790,2020,VIRGINIA,51730,PETERSBURG CITY,12389,1584,13973
791,2020,VIRGINIA,51735,POQUOSON CITY,2054,5605,7659
792,2020,VIRGINIA,51740,PORTSMOUTH CITY,30948,12755,43703
793,2020,VIRGINIA,51750,RADFORD CITY,3358,2786,6144
794,2020,VIRGINIA,51760,RICHMOND CITY,92175,16603,108778
795,2020,VIRGINIA,51770,ROANOKE CITY,26773,15607,42380
796,2020,VIRGINIA,51775,SALEM CITY,5148,7683,12831
797,2020,VIRGINIA,51790,STAUNTON CITY,6981,5695,12676
798,2020,VIRGINIA,51800,SUFFOLK CITY,28676,20082,48758
799,2020,VIRGINIA,51810,VIRGINIA BEACH CITY,117393,105087,222480
800,2020,VIRGINIA,51820,WAYNESBORO CITY,4961,5507,10468
801,2020,VIRGINIA,51830,WILLIAMSBURG CITY,4790,1963,6753
802,2020,VIRGINIA,51840,WINCHESTER CITY,6610,5221,11831
